vlen,elen,workload_type,dataset_type,distance_type,dimension,num_points,num_queries,top_k,SimSecond,SimTick,SimIns,SimOp,HstInsRate,HstOpRate,CPU_CPI,CPU_IPC,L1i_TotHits,L1i_TotMisses,L1i_TotMissRate,L1i_TotAvgMissLat,L1d_TotHits,L1d_TotMisses,L1d_TotMissRate,L1d_TotAvgMissLat,L1d_ReadReqHits,L1d_ReadReqMisses,L1d_ReadReqMissRate,L1d_ReadReqAvgMissLat,L1d_WriteReqHits,L1d_WriteReqMisses,L1d_WriteReqMissRate,L1d_WriteReqAvgMissLat,L2_TotHits,L2_TotMisses,L2_TotMissRate,L2_TotAvgMissLat
512,64,rvv,random,euclidean,128,1000,100,1,0.162007,162007434428,344417272,344435617,99494,99499,0.564683,1.770904,82513198,2832,0.000034,55295.375353,105812555,12456517,0.105324,29153.347353,78033514,11445474,0.127912,28945.250771,27778562,1011026,0.035118,31508.666776,8577732,41188,0.004779,78244.264713
512,64,rvv,random,euclidean,16,1000,100,1,0.119215,119214774175,225800547,225805260,106035,106037,0.633811,1.577756,71123399,2701,0.000038,56276.998889,78392949,3931486,0.047756,28080.638812,54579196,3159185,0.054716,26916.991382,23813698,772294,0.031412,32840.532760,1766767,32937,0.018301,82945.172724
512,64,rv,random,euclidean,32,1000,100,20,0.131118,131117508676,248096647,248102922,101435,101437,0.634446,1.576178,79508217,2807,0.000035,53615.583541,84900668,6194800,0.068003,29079.252884,59374708,5342881,0.082557,28582.806057,25525843,851912,0.032297,32192.481391,4117789,34166,0.008229,82017.334953
512,64,rvv,random,euclidean,3072,1000,100,5,1.164097,1164096500903,2731932441,2732272744,157942,157962,0.511533,1.954906,95107208,3740,0.000039,56449.336364,417992053,379628406,0.475951,43754.911416,389410297,376270078,0.491419,43792.610011,28569852,3358328,0.105184,39531.127015,104273537,97507480,0.483234,82992.045993
512,64,rvv,random,euclidean,4096,1000,100,10,1.627254,1627253795517,3574305488,3574757747,167688,167709,0.546536,1.829706,105935090,6687,0.000063,52968.560341,382957281,650595695,0.629475,40862.605146,356076242,644971656,0.644296,40897.909065,26865509,5623697,0.173094,36814.820341,232047268,136093161,0.369677,79156.531014
512,64,rv,random,euclidean,1024,1000,100,50,0.433673,433673452870,1052615657,1052731864,137655,137670,0.494593,2.021864,95945240,3234,0.000034,57614.803030,225227639,118064779,0.343919,38116.789923,195641880,116127921,0.372480,38151.642331,29581791,1936858,0.061451,36027.149006,48188290,18179240,0.273918,83618.639187
512,64,rvv,random,euclidean,1024,1000,100,50,0.444489,444489277309,1115863187,1115979394,121636,121649,0.478195,2.091196,86568860,2831,0.000033,60571.252208,223512159,115854427,0.341384,36587.159875,193928922,113914426,0.370040,36602.333528,29579269,1940001,0.061550,35696.182023,46539185,18162495,0.280711,82223.571424
512,64,rvv,random,euclidean,256,1000,100,10,0.200549,200548771724,454720625,454753162,106767,106774,0.529457,1.888729,81070770,2883,0.000036,55337.435310,126851824,22418177,0.150185,26813.974859,98323631,21229135,0.177571,26534.293663,28527206,1189037,0.040013,31807.411284,13845219,58421,0.004202,79695.964824
512,64,rv,random,euclidean,64,1000,100,10,0.142429,142428769861,279187166,279197483,102190,102194,0.612431,1.632837,82822756,2876,0.000035,53013.962100,93143414,8943852,0.087610,29934.077703,66487704,8028658,0.107744,29694.331907,26655470,915186,0.033194,32036.513921,6980744,35535,0.005065,82148.304854
512,64,rv,random,euclidean,128,1000,100,20,0.157816,157815906710,337474014,337492359,101146,101151,0.561391,1.781290,87206343,2627,0.000030,56967.433574,107501446,14225962,0.116867,31005.611566,79576254,13186829,0.142156,30961.921398,27924716,1039113,0.035876,31559.081727,9987005,41539,0.004142,79654.085558
512,64,rv,random,euclidean,128,1000,100,100,0.165349,165348679895,351445006,351463351,99072,99077,0.564805,1.770523,90900968,2610,0.000029,56358.992720,112550304,15111199,0.118369,31022.097127,83476947,14023742,0.143832,31004.020072,29072879,1087439,0.036055,31254.811414,10645763,41376,0.003872,79299.091575
512,64,rv,random,euclidean,8,1000,100,50,0.114998,114997779981,222038519,222043362,102823,102825,0.621750,1.608362,74673331,2682,0.000036,56733.139075,77106030,3611002,0.044737,27948.695937,53460887,2804153,0.049838,26494.388400,23645143,806849,0.032997,33003.050399,1450271,33943,0.022869,82839.712489
512,64,rv,random,euclidean,2048,1000,100,5,0.790442,790441730953,1805630034,1805858285,155810,155829,0.525528,1.902847,99746397,3220,0.000032,57510.371739,322057381,248585421,0.435624,44000.159718,293100027,245951820,0.456267,44057.269611,28949418,2633601,0.083387,38666.670651,76122560,58501222,0.434553,84758.496477
512,64,rv,random,euclidean,3072,1000,100,5,1.144288,1144287684267,2553181432,2553521735,152319,152339,0.538033,1.858624,104369305,6438,0.000062,50249.773998,418358105,382311342,0.477490,45480.298049,389720601,379008485,0.493033,45529.089991,28625600,3302857,0.103446,39881.339295,105635778,97726923,0.480555,84823.485805
512,64,rv,random,euclidean,32,1000,100,50,0.133576,133575719165,251971881,251978156,102994,102997,0.636400,1.571338,80830922,2807,0.000035,53302.800499,86466345,6342146,0.068336,29081.668502,60536436,5470212,0.082874,28611.342681,25929792,871927,0.032533,32032.055832,4241557,34144,0.007986,81987.891928
512,64,rvv,random,euclidean,8,1000,100,50,0.122371,122370673810,224776622,224781465,102714,102716,0.653554,1.530096,71762116,2952,0.000041,54299.635501,78228305,3420898,0.041898,27631.618589,54579155,2617959,0.045771,26010.296524,23649150,802939,0.032837,32917.891509,1410579,33435,0.023154,82970.091192
512,64,rvv,random,euclidean,64,1000,100,1,0.146523,146522775770,284563826,284574143,97017,97021,0.618131,1.617780,79640749,3185,0.000040,51536.153846,93468249,7792357,0.076953,28681.958249,66825666,6882626,0.093377,28251.904742,26642342,909724,0.033018,31935.453287,5796503,34483,0.005914,81768.614361
512,64,rvv,random,euclidean,32,1000,100,5,0.128525,128524638739,250387908,250394183,102172,102174,0.616209,1.622826,74095884,2867,0.000039,53357.615975,84813875,5350546,0.059342,28297.298198,59397846,4539064,0.070993,27553.033655,25415909,811478,0.030940,32459.515678,2553558,32869,0.012708,82275.823664
512,64,rv,random,euclidean,64,1000,100,50,0.145805,145805317035,285463494,285473811,102729,102732,0.613166,1.630881,84537538,2884,0.000034,53220.439320,95515404,9225748,0.088081,29965.728764,68287606,8283208,0.108177,29751.426700,27227558,942532,0.033459,31848.308893,7260726,35529,0.004869,82138.450815
512,64,rv,random,euclidean,1024,1000,100,1,0.417183,417183289075,1021265375,1021381582,152595,152612,0.490392,2.039185,93881964,3220,0.000034,58226.441304,218541990,113972743,0.342760,37609.292958,189585010,112079853,0.371538,37629.988805,28953012,1892890,0.061366,36383.871807,47246953,16736230,0.261572,83588.806057
512,64,rv,random,euclidean,128,1000,100,50,0.160911,160910659147,343353226,343371571,99783,99789,0.562599,1.777466,88691759,2637,0.000030,56211.231703,109601682,14646866,0.117884,31026.463270,81230652,13585920,0.143286,30993.992543,28370554,1060926,0.036047,31441.316313,10308357,41531,0.004013,79601.336134
512,64,rv,random,euclidean,8,1000,100,1,0.112710,112710286178,218253162,218258005,105316,105319,0.619952,1.613028,73233308,2688,0.000037,57385.270833,75460893,3553174,0.044969,27991.070590,52260195,2757677,0.050123,26486.585471,23200698,795497,0.033151,33206.532131,1416601,34102,0.023507,83168.310891
512,64,rvv,random,euclidean,2048,1000,100,100,0.869513,869513337987,2029535433,2029763684,142792,142808,0.514321,1.944309,96514284,4726,0.000049,54761.906475,339174734,260130736,0.434054,43388.118513,308935353,257343510,0.454447,43442.146538,30231445,2787226,0.084414,38399.731632,75431627,65208376,0.463655,83004.034472
512,64,rvv,random,euclidean,3072,1000,100,20,1.179866,1179865896454,2760238119,2760578422,163422,163442,0.513146,1.948762,96200002,4880,0.000051,54341.471926,422321908,383508105,0.475917,43978.304208,393588540,380131419,0.491304,44017.788043,28721464,3376686,0.105199,39533.399896,104286838,99568704,0.488428,82999.410062
512,64,rvv,random,euclidean,128,1000,100,5,0.162027,162027257329,344492672,344511017,101876,101882,0.564629,1.771075,82528459,2853,0.000035,55300.630564,105842492,12457390,0.105303,29153.617281,78051357,11446841,0.127900,28945.268834,27790656,1010532,0.035086,31513.222628,8578513,41194,0.004779,78212.060446
512,64,rv,random,euclidean,8,1000,100,10,0.112746,112745951073,218373032,218377875,110730,110732,0.619808,1.613404,73264296,2678,0.000037,56290.332711,75508426,3552473,0.044933,27967.359164,52287778,2758120,0.050106,26483.498884,23220648,794353,0.033077,33119.558146,1417205,33942,0.023390,82837.661982
512,64,rv,random,euclidean,16,1000,100,50,0.119481,119480695264,227613590,227618303,102443,102446,0.630165,1.586885,77475355,2618,0.000034,56988.272727,79704815,4184619,0.049883,28063.713359,55385183,3385499,0.057605,26979.098540,24319578,799112,0.031813,32658.628750,1930819,33709,0.017159,82597.315850
512,64,rv,random,euclidean,3072,1000,100,10,1.145012,1145012361780,2553225843,2553566146,158487,158508,0.538364,1.857480,104459573,4044,0.000039,54746.061820,418426041,382050745,0.477279,45484.038242,389779670,378749555,0.492824,45533.981134,28634467,3301190,0.103370,39754.029268,105521071,97714210,0.480794,84831.901645
512,64,rvv,random,euclidean,2048,1000,100,50,0.844238,844238078803,1985687868,1985916119,137846,137862,0.510398,1.959255,93615844,4937,0.000053,54641.897914,331183849,254546888,0.434580,42948.914770,301680712,251802063,0.454941,42997.584220,29495201,2744825,0.085137,38484.124445,75256019,62368157,0.453177,83010.678170
512,64,rv,random,euclidean,2048,1000,100,10,0.792152,792152072376,1805674478,1805902729,136665,136682,0.526652,1.898785,99972018,3928,0.000039,53609.742363,322285588,248705355,0.435568,44017.626839,293322248,246070536,0.456199,44074.236163,28955404,2634819,0.083406,38730.779113,76189650,58509007,0.434370,84781.094033
512,64,rvv,random,euclidean,4096,1000,100,100,1.735376,1735375970174,3770288860,3770741119,180320,180342,0.552553,1.809781,109654964,5531,0.000050,54211.417104,405163192,686002060,0.628688,41458.185237,377097097,680115650,0.643310,41501.470776,28050558,5886075,0.173443,36457.793718,239359716,149624219,0.384654,79200.623998
512,64,rv,random,euclidean,256,1000,100,100,0.194858,194857640754,459803274,459835811,102271,102278,0.508745,1.965620,90669221,2681,0.000030,58005.819843,134154831,26053585,0.162623,29045.232442,104306559,24795004,0.192058,28904.161920,29847284,1258577,0.040461,31824.434317,16541901,58153,0.003503,82092.470156
512,64,rvv,random,euclidean,2048,1000,100,20,0.820771,820770763652,1944676989,1944905240,158813,158832,0.506675,1.973652,92174538,4956,0.000054,54794.457627,324051788,249168917,0.434682,42479.907788,294995673,246467270,0.455188,42522.609165,29048179,2701647,0.085092,38584.324209,75117477,59563721,0.442257,82990.339052
512,64,rvv,random,euclidean,16,1000,100,100,0.125209,125209240429,235494712,235499425,105460,105462,0.638279,1.566714,74397305,2704,0.000036,55989.676036,82519863,4117582,0.047527,28031.152858,57608153,3312302,0.054371,26950.586778,24911657,805271,0.031313,32475.580447,1886367,33015,0.017201,82909.149629
512,64,rv,random,euclidean,4096,1000,100,1,1.614626,1614625741260,3335725239,3336177498,165529,165552,0.581081,1.720931,115113509,7581,0.000066,46729.860572,372204171,663591553,0.640659,42108.997995,345245828,658062413,0.655893,42152.164450,26942806,5528805,0.170266,36972.315912,237112798,136393826,0.365171,80440.216490
512,64,rvv,random,euclidean,32,1000,100,10,0.128510,128509692220,250432264,250438539,103464,103466,0.616028,1.623302,74081889,2806,0.000038,54849.161083,84820994,5349122,0.059323,28290.612976,59395749,4539662,0.071004,27554.547118,25425125,809456,0.030855,32418.445111,2558168,32686,0.012616,82175.485162
512,64,rvv,random,euclidean,64,1000,100,20,0.147393,147392747642,286392205,286402522,99025,99029,0.617831,1.618565,80145067,3193,0.000040,51183.454118,94104043,7865965,0.077140,28697.633281,67294590,6952811,0.093644,28281.521066,26809212,913147,0.032939,31865.848722,5878734,34472,0.005830,81593.470005
512,64,rvv,random,euclidean,4096,1000,100,20,1.646669,1646668703113,3609656886,3610109145,168423,168444,0.547640,1.826016,106404415,6676,0.000063,52887.888706,386957731,656803705,0.629266,40986.053643,359953492,651141100,0.643996,41022.735184,26988709,5662263,0.173418,36768.957992,233152998,138600417,0.372829,79167.812313
512,64,rvv,random,euclidean,2048,1000,100,5,0.810604,810604246053,1926849542,1927077793,132059,132075,0.505029,1.980085,91982193,4733,0.000051,54008.777308,320976056,246846961,0.434725,42289.927014,292070581,244161544,0.455328,42330.634994,28897539,2685417,0.085027,38588.705424,74984453,58404092,0.437849,82981.019949
512,64,rvv,random,euclidean,2048,1000,100,1,0.810581,810580877904,1926774034,1927002285,129916,129931,0.505034,1.980065,91969327,4704,0.000051,54305.614583,320947578,246844972,0.434745,42289.476503,292054024,244159243,0.455340,42330.258008,28885618,2685729,0.085069,38582.035666,74983269,58403999,0.437853,82980.029110
512,64,rv,random,euclidean,2048,1000,100,20,0.801668,801667654620,1822262126,1822490377,134110,134127,0.528127,1.893483,100444975,3924,0.000039,53324.100153,325249593,251045009,0.435619,44210.945431,296140238,248396609,0.456161,44269.831267,29101419,2648400,0.083415,38687.972322,76313833,59675630,0.438825,84788.661009
512,64,rv,random,euclidean,512,1000,100,20,0.240824,240823901059,646235923,646296382,139082,139095,0.447367,2.235304,89892285,2684,0.000030,59766.198212,167196309,50015941,0.230263,28201.343156,137989660,48564023,0.260322,28067.957504,29204665,1451918,0.047361,32662.851204,29177348,191001,0.006504,81459.890545
512,64,rv,random,euclidean,16,1000,100,10,0.116796,116795576408,223256153,223260866,104343,104345,0.628026,1.592290,75851328,2626,0.000035,57466.849200,77839959,4090626,0.049928,28080.122125,54015388,3310449,0.057748,26961.969224,23824517,780169,0.031708,32824.578678,1868489,33719,0.017726,82620.968623
512,64,rvv,random,euclidean,1024,1000,100,100,0.463327,463326676834,1141285773,1141401980,149619,149634,0.487358,2.051881,90389190,2860,0.000032,59547.558392,229361556,118708611,0.341048,37275.225313,199027102,116743905,0.369711,37299.902260,30330486,1964706,0.060836,35808.907606,46691963,19653009,0.296225,82310.674640
512,64,rv,random,euclidean,512,1000,100,100,0.253449,253448703284,673461120,673521579,113629,113640,0.451786,2.213438,94402089,2757,0.000029,58439.013783,175113900,52879392,0.231934,28106.012153,144709958,51381158,0.262027,27982.501073,30401958,1498234,0.046966,32341.760595,30902595,230527,0.007405,81109.126454
512,64,rvv,random,euclidean,64,1000,100,50,0.149975,149974963509,291166862,291177179,99333,99336,0.618346,1.617217,81285628,3189,0.000039,51158.058953,95891752,8065418,0.077584,28729.523558,68654631,7131982,0.094106,28336.073204,27236880,933429,0.033135,31735.620329,6074264,34473,0.005643,81605.021408
512,64,rvv,random,euclidean,3072,1000,100,1,1.164048,1164048356002,2731856971,2732197274,159116,159136,0.511526,1.954933,95074242,3717,0.000039,56762.775895,417956091,379627912,0.475972,43754.886202,389386591,376268935,0.491434,43792.606761,28557596,3358977,0.105242,39529.470391,104272802,97507446,0.483236,82991.501632
512,64,rvv,random,euclidean,1024,1000,100,1,0.430921,430920929320,1082411706,1082527913,116586,116598,0.477925,2.092377,86114038,3287,0.000038,57823.175236,217228971,111856878,0.339902,36086.413363,188270647,109964738,0.368718,36087.729152,28954356,1892140,0.061341,36009.944168,45642330,16731800,0.268249,82259.136433
