vlen,elen,workload_type,dataset_type,distance_type,dimension,num_points,num_queries,top_k,SimSecond,SimTick,SimIns,SimOp,HstInsRate,HstOpRate,CPU_CPI,CPU_IPC,L1i_TotHits,L1i_TotMisses,L1i_TotMissRate,L1i_TotAvgMissLat,L1d_TotHits,L1d_TotMisses,L1d_TotMissRate,L1d_TotAvgMissLat,L1d_ReadReqHits,L1d_ReadReqMisses,L1d_ReadReqMissRate,L1d_ReadReqAvgMissLat,L1d_WriteReqHits,L1d_WriteReqMisses,L1d_WriteReqMissRate,L1d_WriteReqAvgMissLat,L2_TotHits,L2_TotMisses,L2_TotMissRate,L2_TotAvgMissLat
512,64,rv,random,euclidean,3072,1000,100,50,12.436085,12436084896305,23564941915,23564946218,409695,409695,0.633537,1.578439,115885687,8974,0.000077,52631.787832,5856789640,75738652,0.012767,52624.711095,5826255445,72385423,0.012272,53237.884746,30534195,3353229,0.098952,39388.265253,193587587,13234391,0.063989,83201.489651
512,64,rv,random,euclidean,2048,1000,100,100,6.810062,6810061724431,12920025623,12920027713,486320,486320,0.632765,1.580365,94492516,10772,0.000114,47398.875418,3224966814,37493603,0.011492,51144.007559,3198973588,35170890,0.010875,51935.813759,25993226,2322713,0.082028,39154.352041,104693827,6337649,0.057080,82369.490914
512,64,rv,random,euclidean,16,1000,100,5,0.154452,154451565485,300607174,300611887,116561,116563,0.616805,1.621258,81791774,3051,0.000037,51266.221894,93290000,9359246,0.091177,25601.322054,69393406,8571469,0.109940,25000.579328,23896594,787777,0.031914,32137.750070,1805065,29189,0.015913,80700.820035
512,64,rv,random,euclidean,64,1000,100,100,0.345041,345040730979,678133952,678138269,350939,350941,0.610815,1.637156,93948587,4040,0.000043,42898.056683,190846727,10878625,0.053928,24990.373808,162742551,9928416,0.057499,24390.692855,28104176,950209,0.032704,31256.239489,6575655,30165,0.004566,80147.219758
512,64,rv,random,euclidean,1024,1000,100,100,4.307401,4307401014301,8185335375,8185339582,459348,459349,0.631733,1.582946,108731964,7406,0.000068,44870.985822,2055315692,29352462,0.014080,40414.099911,2024430223,27395150,0.013352,40734.469263,30885469,1957312,0.059596,35930.110417,62662052,3273329,0.049644,81192.582657
512,64,rv,random,euclidean,64,1000,100,10,0.325300,325300008761,641365415,641369732,148393,148394,0.608883,1.642353,89985431,4018,0.000045,43697.878049,180152388,10175741,0.053464,25053.186719,153368009,9280543,0.057059,24419.236753,26784379,895198,0.032341,31625.363952,6078996,30341,0.004966,80139.776639
512,64,rv,random,euclidean,128,1000,100,100,0.600975,600974560648,1172958983,1172963328,398806,398807,0.615075,1.625817,97542985,3304,0.000034,48858.072034,314662645,11739764,0.035967,25025.731861,285369827,10667092,0.036033,24425.166368,29292818,1072672,0.035325,30998.002383,9566721,38548,0.004013,77261.145247
512,64,rv,random,euclidean,8,1000,100,50,0.133864,133863763901,257823089,257827932,112787,112789,0.623299,1.604367,80992772,2987,0.000037,53342.676264,85178012,6384744,0.069731,26358.693012,61438350,5553678,0.082901,25500.924690,23739662,831066,0.033823,32090.811833,1432822,29431,0.020127,81500.199280
512,64,rv,random,euclidean,2048,1000,100,5,8.143515,8143515369535,15440776525,15440780776,382245,382245,0.633137,1.579437,109000738,7666,0.000070,53450.652231,3852985355,45075150,0.011563,52671.658643,3823172969,42439684,0.010979,53546.819973,29812386,2635466,0.081222,38578.678385,124656510,8003429,0.060330,82556.621586
512,64,rv,random,euclidean,3072,1000,100,5,12.030512,12030512099508,22802851325,22802855628,396937,396937,0.633359,1.578883,113698659,8959,0.000079,52385.648956,5667616229,72960194,0.012710,51913.475951,5637717128,69674199,0.012208,52494.473271,29899101,3285995,0.099020,39594.369288,187999422,12465199,0.062182,83102.096843
