vlen,elen,workload_type,dataset_type,distance_type,dimension,num_points,num_queries,top_k,SimSecond,SimTick,SimIns,SimOp,HstInsRate,HstOpRate,CPU_CPI,CPU_IPC,L1i_TotHits,L1i_TotMisses,L1i_TotMissRate,L1i_TotAvgMissLat,L1d_TotHits,L1d_TotMisses,L1d_TotMissRate,L1d_TotAvgMissLat,L1d_ReadReqHits,L1d_ReadReqMisses,L1d_ReadReqMissRate,L1d_ReadReqAvgMissLat,L1d_WriteReqHits,L1d_WriteReqMisses,L1d_WriteReqMissRate,L1d_WriteReqAvgMissLat,L2_TotHits,L2_TotMisses,L2_TotMissRate,L2_TotAvgMissLat
1024,64,rvv,random,euclidean,256,1000,100,10,0.178518,178517925922,347264499,347282918,32464,32466,0.617130,1.620405,87868265,3639,0.000041,49608.938445,123258828,18736311,0.131950,39125.805313,94726324,17559166,0.156380,39616.994979,28524053,1177034,0.039629,31798.448646,13975692,56675,0.004039,84158.521217
1024,64,rvv,random,euclidean,8,1000,100,50,0.124211,124211303930,227513861,227518474,30732,30733,0.655403,1.525779,71129624,2805,0.000039,56605.096970,78103957,3280182,0.040305,28056.703137,54461099,2471088,0.043404,26486.183609,23642856,808965,0.033084,32852.681007,1413754,32830,0.022695,83526.416570
1024,64,rvv,random,euclidean,64,1000,100,1,0.145467,145466567589,264153782,264159981,30360,30361,0.661091,1.512651,80513720,3542,0.000044,47841.057312,92702321,6891119,0.069192,29841.305782,66050360,5992723,0.083182,29536.221660,26649909,898258,0.032607,31874.449633,5841261,34070,0.005799,81212.642178
1024,64,rvv,random,euclidean,32,1000,100,5,0.128860,128860292757,243061071,243065228,30925,30926,0.636442,1.571236,74579369,2778,0.000037,55747.430526,84586141,4806577,0.053769,28605.292204,59160223,4005982,0.063420,27836.656171,25424906,800478,0.030523,32450.052365,2566710,32369,0.012454,82745.373536
1024,64,rvv,random,euclidean,2048,1000,100,100,0.817022,817022273648,1035235020,1035351153,39465,39470,0.947436,1.055480,101884768,14892,0.000146,41162.293379,285182101,202180284,0.414846,76255.252827,255002120,199393761,0.438811,76782.923669,30112013,2786457,0.084699,38497.045326,76631799,65037621,0.459080,106353.987347
1024,64,rvv,random,euclidean,128,1000,100,5,0.158641,158641131488,295784227,295794454,32475,32476,0.643866,1.553117,84171778,3304,0.000039,50952.169492,104135319,11008674,0.095608,33103.661973,76354194,9991974,0.115720,33269.606954,27777006,1016505,0.035303,31466.916142,8573210,41193,0.004782,79605.560119
1024,64,rvv,random,euclidean,2048,1000,100,50,0.791871,791870971528,1012712619,1012828752,39587,39591,0.938692,1.065312,98902434,11948,0.000121,41503.869434,278240093,197817011,0.415532,75539.496848,248793919,195075315,0.439488,76059.210825,29378206,2741630,0.085356,38561.216475,76428447,62198915,0.448677,106314.764112
1024,64,rvv,random,euclidean,4096,1000,100,100,1.650825,1650825468908,1782358481,1782586622,48637,48643,1.111888,0.899371,115019975,12790,0.000111,45568.616966,303677001,552640288,0.645369,64318.784930,275747381,546737407,0.664739,64620.139972,27799548,5896951,0.175002,36419.387643,235252399,149541110,0.388627,97184.615122
1024,64,rvv,random,euclidean,16,1000,100,100,0.125937,125936592705,238328449,238332932,40393,40394,0.634353,1.576409,72992033,2700,0.000037,56156.849259,82194976,4040474,0.046854,28297.265223,57286545,3232048,0.053406,27288.905908,24908374,808290,0.031431,32328.000272,1891723,32269,0.016772,83079.537110
1024,64,rvv,random,euclidean,32,1000,100,10,0.128862,128862435233,243105482,243109639,32918,32918,0.636336,1.571496,74579736,2774,0.000037,56260.531723,84601772,4806045,0.053754,28605.633292,59167473,4006632,0.063422,27836.175227,25433295,799288,0.030469,32460.166926,2567368,32119,0.012356,82842.763349
1024,64,rvv,random,euclidean,2048,1000,100,5,0.761189,761189222472,984307244,984423377,39052,39056,0.928361,1.077167,96873163,14353,0.000148,40976.774890,270024283,191887411,0.415420,74459.066276,241177730,189203178,0.439618,74964.665050,28778585,2684167,0.085313,38821.059697,76145738,58262320,0.433473,106268.295850
1024,64,rvv,random,euclidean,2048,1000,100,1,0.761163,761163497766,984231780,984347913,38882,38887,0.928401,1.077121,96847171,14341,0.000148,40898.435465,270000008,191885491,0.415440,74459.728691,241165459,189200860,0.439627,74965.469095,28766581,2684565,0.085357,38817.460502,76143974,58262188,0.433479,106269.181733
1024,64,rvv,random,euclidean,1024,1000,100,100,0.423509,423508568784,652801482,652861571,38537,38541,0.778818,1.283997,96429879,2889,0.000030,59204.415369,203261425,94497939,0.317363,63075.355810,172956337,92533994,0.348540,63642.903695,30271104,1963879,0.060924,36334.558460,48111854,19578111,0.289232,102929.148615
1024,64,rvv,random,euclidean,64,1000,100,50,0.149477,149476594603,269988571,269994770,31326,31326,0.664634,1.504587,82758415,3515,0.000042,48940.823613,95172239,7106700,0.069484,29922.277641,67929596,6180759,0.083399,29652.256778,27240593,925801,0.032869,31721.203961,6119164,34056,0.005535,81225.435518
1024,64,rvv,random,euclidean,3072,1000,100,1,1.098804,1098804177450,1329245565,1329417750,43365,43371,0.992362,1.007697,101366497,6705,0.000066,48047.266070,341142279,293076064,0.462106,77378.205591,312688798,289690819,0.480911,77819.856451,28351529,3385179,0.106664,39584.200219,105480967,97287581,0.479796,106436.418091
1024,64,rvv,random,euclidean,1024,1000,100,1,0.394087,394086712236,620589185,620649274,35855,35859,0.762329,1.311769,92328826,6219,0.000067,47652.984563,192712363,89113791,0.316201,61276.963779,163781897,87223966,0.347498,61815.045971,28896482,1889759,0.061383,36442.051369,47029659,16674403,0.261748,102811.619054
1024,64,rvv,random,euclidean,32,1000,100,50,0.131864,131863675923,248169633,248173790,30826,30827,0.637869,1.567720,76153761,2783,0.000037,56391.974847,86671901,4944505,0.053970,28602.112762,60696028,4119436,0.063556,27873.251005,25974869,824944,0.030782,32239.264005,2669133,32109,0.011887,82857.097761
1024,64,rvv,random,euclidean,3072,1000,100,50,1.148342,1148342049372,1370312448,1370484633,43316,43321,1.006020,0.994016,102916268,9070,0.000088,47833.394818,352830719,302399378,0.461516,78419.381409,323774663,298938208,0.480058,78869.973824,28954104,3461104,0.106774,39502.176315,105855393,103441869,0.494234,106488.409267
1024,64,rvv,random,euclidean,512,1000,100,100,0.235015,235015104674,465694503,465726844,37664,37667,0.605828,1.650632,92250487,4299,0.000047,45342.792277,163304477,42256767,0.205568,42240.440865,132908460,40765683,0.234725,42588.028107,30379025,1491018,0.046784,32737.387161,30908236,228124,0.007327,85473.491413
1024,64,rvv,random,euclidean,128,1000,100,10,0.158620,158619668410,295828710,295838937,31003,31004,0.643683,1.553561,84183028,3314,0.000039,50190.135184,104154491,11007190,0.095580,33096.011976,76363929,9992721,0.115715,33268.227767,27786442,1014275,0.035217,31393.052328,8573525,41099,0.004771,78762.102436
1024,64,rvv,random,euclidean,256,1000,100,1,0.178728,178728424189,347144687,347163106,31818,31820,0.618071,1.617938,87817081,5009,0.000057,41190.344979,123167895,18793208,0.132383,39098.202831,94653914,17616339,0.156910,39591.319932,28505522,1176766,0.039645,31716.480191,13992215,56715,0.004037,82907.729825
1024,64,rvv,random,euclidean,32,1000,100,100,0.135551,135551434396,253949087,253953244,42126,42127,0.640785,1.560585,78246032,2805,0.000036,55682.412121,89154458,5068342,0.053791,28580.091909,62530604,4226197,0.063307,27885.466850,26622848,842022,0.030658,32064.543390,2755384,32148,0.011533,82869.916884
1024,64,rvv,random,euclidean,64,1000,100,10,0.146181,146180539386,264273522,264279721,32009,32009,0.664035,1.505945,81031800,3519,0.000043,49528.347826,92831060,6877921,0.068980,29843.228654,66160674,5979157,0.082883,29533.388987,26668336,898624,0.032598,31900.911131,5843090,34057,0.005795,81265.560267
