workload_type,dimension,topk,avg_index_time(ms),avg_search_time(ms)
sse42,8,100,82.901,3.364
sse42,16,100,95.302,5.111
sse42,32,100,103.263,5.964
sse42,64,100,115.227,6.407
sse42,128,100,120.205,4.906
sse42,256,100,160.455,7.526
sse42,512,100,231.151,12.593
sse42,1024,100,357.701,21.960
sse42,2048,100,590.268,40.793
sse42,3072,100,824.614,59.038
sse42,4096,100,1082.326,80.190
