workload_type,dimension,topk,avg_index_time(ms),avg_search_time(ms)
avx512,8,100,90.088,3.673
avx512,16,100,99.956,5.546
avx512,32,100,106.659,6.272
avx512,64,100,113.731,6.860
avx512,128,100,120.886,6.601
avx512,256,100,135.916,6.159
avx512,512,100,156.498,9.378
avx512,1024,100,225.877,14.361
avx512,2048,100,345.221,25.200
avx512,3072,100,464.596,36.581
avx512,4096,100,607.917,50.015
